MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:97252	Myf5	myogenic factor 5	10		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN000164853 	J:265628 	
MGI:97252	Myf5	myogenic factor 5	10		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Klhl40		IDA		J:209066 	
MGI:97252	Myf5	myogenic factor 5	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000164853 	J:265628 	
MGI:97252	Myf5	myogenic factor 5	10		DNA-binding transcription factor activity, RNA polymerase II-specific			TAS		J:27708 	
MGI:97253	Myf6	myogenic factor 6	10		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN000164853 	J:265628 	
MGI:97253	Myf6	myogenic factor 6	10		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Klhl40		IDA		J:209066 	
MGI:97253	Myf6	myogenic factor 6	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000164853 	J:265628 	
MGI:97253	Myf6	myogenic factor 6	10		DNA-binding transcription factor activity, RNA polymerase II-specific			TAS		J:27708 	
MGI:1931415	Mynn	myoneurin	3		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN004702374 	J:265628 	
MGI:97275	Myod1	myogenic differentiation 1	7		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN000164853 	J:265628 	
MGI:97275	Myod1	myogenic differentiation 1	7		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:69575 	
MGI:97275	Myod1	myogenic differentiation 1	7		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Klhl40		IDA		J:209066 	
MGI:97275	Myod1	myogenic differentiation 1	7		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Cdkn1c,happens in myoblast|uses Ankrd2,happens in myoblast|uses S100a6,happens in myoblast		IMP		J:99106 	
MGI:97275	Myod1	myogenic differentiation 1	7		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P15172 	J:164563 	
MGI:97275	Myod1	myogenic differentiation 1	7		DNA-binding transcription factor activity			IDA		J:82185 J:228418 	
MGI:97275	Myod1	myogenic differentiation 1	7		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000164853 	J:265628 	
MGI:97275	Myod1	myogenic differentiation 1	7		DNA-binding transcription factor activity, RNA polymerase II-specific			TAS		J:27708 	
MGI:97276	Myog	myogenin	1		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN000164853 	J:265628 	
MGI:97276	Myog	myogenin	1		DNA-binding transcription activator activity, RNA polymerase II-specific			IC	GO:0000977 	J:173014 	
MGI:97276	Myog	myogenin	1		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Klhl40		IDA		J:209066 	
MGI:97276	Myog	myogenin	1		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:211250 	
MGI:97276	Myog	myogenin	1		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P15173 	J:164563 	
MGI:97276	Myog	myogenin	1		DNA-binding transcription factor activity			IDA		J:82185 J:200498 	
MGI:97276	Myog	myogenin	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000164853 	J:265628 	
MGI:97276	Myog	myogenin	1		DNA-binding transcription factor activity, RNA polymerase II-specific			TAS		J:27708 	
MGI:2446472	Mypop	Myb-related transcription factor, partner of profilin	7		DNA-binding transcription factor activity			IDA		J:95526 	
MGI:2446472	Mypop	Myb-related transcription factor, partner of profilin	7		DNA-binding transcription repressor activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:95526 	
MGI:2446472	Mypop	Myb-related transcription factor, partner of profilin	7		DNA-binding transcription repressor activity, RNA polymerase II-specific	happens near SO:0001952		IMP		J:95526 	
MGI:2684944	Myrf	myelin regulatory factor	19		DNA-binding transcription factor activity			IBA	PTN000989688 	J:265628 	
MGI:2684944	Myrf	myelin regulatory factor	19		DNA-binding transcription factor activity			IDA		J:205136 J:236148 	
MGI:2684944	Myrf	myelin regulatory factor	19		DNA-binding transcription factor activity			TAS		J:150563 	
MGI:2685085	Myrfl	myelin regulatory factor-like	10		DNA-binding transcription factor activity			IBA	PTN000989688 	J:265628 	
MGI:1100535	Myt1	myelin transcription factor 1	2		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:129500 	
MGI:1100535	Myt1	myelin transcription factor 1	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000088032 	J:265628 	
MGI:1100511	Myt1l	myelin transcription factor 1-like	12		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	RGD:620550 	J:155856 	
MGI:1100511	Myt1l	myelin transcription factor 1-like	12		DNA-binding transcription factor activity			IDA		J:241054 	
MGI:1100511	Myt1l	myelin transcription factor 1-like	12		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000088032 	J:265628 	
MGI:1100511	Myt1l	myelin transcription factor 1-like	12		DNA-binding transcription repressor activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:240999 	
MGI:107457	Mzf1	myeloid zinc finger 1	7		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P28698 	J:164563 	
MGI:107457	Mzf1	myeloid zinc finger 1	7		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN002810793 	J:265628 	
MGI:107457	Mzf1	myeloid zinc finger 1	7		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	P28698 	J:164563 	
MGI:1914080	Nacc1	nucleus accumbens associated 1, BEN and BTB (POZ) domain containing	8		DNA-binding transcription factor activity			IBA	PTN002918884 	J:265628 	
MGI:1915241	Nacc2	nucleus accumbens associated 2, BEN and BTB (POZ) domain containing	2		DNA-binding transcription factor activity			IBA	PTN002918884 	J:265628 	
MGI:1915241	Nacc2	nucleus accumbens associated 2, BEN and BTB (POZ) domain containing	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q96BF6 	J:164563 	
MGI:1919200	Nanog	Nanog homeobox	6		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0000165		IDA		J:240273 	
MGI:1919200	Nanog	Nanog homeobox	6		DNA-binding transcription factor activity			IMP		J:190108 	
MGI:1919200	Nanog	Nanog homeobox	6		DNA-binding transcription factor activity			ISO	Q9H9S0 	J:164563 	
MGI:1919200	Nanog	Nanog homeobox	6		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN004692250 	J:265628 	
MGI:1919200	Nanog	Nanog homeobox	6		DNA-binding transcription repressor activity, RNA polymerase II-specific			IMP		J:190108 	
MGI:1276535	Ncoa3	nuclear receptor coactivator 3	2		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:192962 	
MGI:97290	Ndn	necdin	7		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Myc		IDA		J:211149 	
MGI:1339708	Neurod1	neurogenic differentiation 1	2		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:210937 	
MGI:1339708	Neurod1	neurogenic differentiation 1	2		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q13562 	J:164563 	
MGI:1339708	Neurod1	neurogenic differentiation 1	2		DNA-binding transcription factor activity			ISO	Q13562 	J:164563 	
MGI:1339708	Neurod1	neurogenic differentiation 1	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN001454287 	J:265628 	
MGI:1339708	Neurod1	neurogenic differentiation 1	2		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	Q13562 	J:164563 	
MGI:107755	Neurod2	neurogenic differentiation 2	11		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:53595 	
MGI:107755	Neurod2	neurogenic differentiation 2	11		DNA-binding transcription factor activity			IDA		J:164132 	
MGI:107755	Neurod2	neurogenic differentiation 2	11		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN001454287 	J:265628 	
MGI:108055	Neurod4	neurogenic differentiation 4	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN001454287 	J:265628 	
MGI:106593	Neurod6	neurogenic differentiation 6	6		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:210932 	
MGI:106593	Neurod6	neurogenic differentiation 6	6		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN001454287 	J:265628 	
MGI:107754	Neurog1	neurogenin 1	13		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN001454287 	J:265628 	
MGI:109619	Neurog2	neurogenin 2	3		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN001454287 	J:265628 	
MGI:893591	Neurog3	neurogenin 3	10		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:156329 	
MGI:893591	Neurog3	neurogenin 3	10		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	RGD:631350 	J:155856 	
MGI:893591	Neurog3	neurogenin 3	10		DNA-binding transcription factor activity			IDA		J:106988 	
MGI:893591	Neurog3	neurogenin 3	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN001454287 	J:265628 	
MGI:893591	Neurog3	neurogenin 3	10		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q9Y4Z2 	J:164563 	
MGI:1859333	Nfat5	nuclear factor of activated T cells 5	8		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	O94916 	J:164563 	
MGI:1859333	Nfat5	nuclear factor of activated T cells 5	8		DNA-binding transcription factor activity			IBA	PTN000969601 	J:265628 	
MGI:1859333	Nfat5	nuclear factor of activated T cells 5	8		DNA-binding transcription factor activity			ISS		J:62063 	
MGI:102469	Nfatc1	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1	18		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0000165		IDA		J:180479 	
MGI:102469	Nfatc1	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1	18		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:180479 	
MGI:102469	Nfatc1	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1	18		DNA-binding transcription factor activity			IBA	PTN000969601 	J:265628 	
MGI:102469	Nfatc1	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1	18		DNA-binding transcription factor activity, RNA polymerase II-specific	happens near SO:0000165		IDA		J:180479 	
MGI:102469	Nfatc1	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1	18		DNA-binding transcription repressor activity, RNA polymerase II-specific	uses Tnni2,happens in slow muscle cell		IDA		J:143956 	
MGI:102463	Nfatc2	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2	2		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Il2		IDA		J:15443 	
MGI:102463	Nfatc2	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2	2		DNA-binding transcription factor activity			IBA	PTN000969601 	J:265628 	
MGI:102463	Nfatc2	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2	2		DNA-binding transcription factor activity	uses Ghrh		IDA		J:94240 	
MGI:102463	Nfatc2	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2	2		DNA-binding transcription factor activity, RNA polymerase II-specific	uses Hand2		IDA		J:208305 	
MGI:102463	Nfatc2	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2	2		DNA-binding transcription repressor activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:80577 	
MGI:103296	Nfatc3	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3	8		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Il2	PR:P97305-1	IDA		J:38327 	
MGI:103296	Nfatc3	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3	8		DNA-binding transcription activator activity, RNA polymerase II-specific	happens in osteoblast,uses Tnfsf11		IDA		J:175305 	
MGI:103296	Nfatc3	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3	8		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q12968 	J:164563 	
MGI:103296	Nfatc3	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3	8		DNA-binding transcription factor activity			IBA	PTN000969601 	J:265628 	
MGI:103296	Nfatc3	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3	8		DNA-binding transcription factor activity			IDA		J:102395 J:114501 	
MGI:103296	Nfatc3	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3	8		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q12968 	J:164563 	
MGI:1920431	Nfatc4	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4	14		DNA-binding transcription factor activity			IBA	PTN000969601 	J:265628 	
MGI:1920431	Nfatc4	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4	14		DNA-binding transcription factor activity			IDA		J:83794 J:177735 	
MGI:1920431	Nfatc4	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4	14		DNA-binding transcription factor activity			ISO	RGD:1310749 	J:155856 	
MGI:1920431	Nfatc4	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4	14		DNA-binding transcription factor activity, RNA polymerase II-specific	happens in fibroblast,uses Tnf		IDA		J:121372 	
MGI:1920431	Nfatc4	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4	14		DNA-binding transcription repressor activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:108648 	
MGI:1920431	Nfatc4	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4	14		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q14934 	J:164563 	
MGI:97308	Nfe2	nuclear factor, erythroid derived 2	15		DNA-binding transcription factor activity			IBA	PTN002399572 	J:265628 	
MGI:99421	Nfe2l1	nuclear factor, erythroid derived 2,-like 1	11		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0000165		IDA		J:53336 	
MGI:99421	Nfe2l1	nuclear factor, erythroid derived 2,-like 1	11		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952	UniProtKB:Q61985:PRO_0000443104	IDA		J:162949 J:252061 J:276393 	
MGI:99421	Nfe2l1	nuclear factor, erythroid derived 2,-like 1	11		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952	UniProtKB:Q61985:PRO_0000443104	IMP		J:186656 	
MGI:99421	Nfe2l1	nuclear factor, erythroid derived 2,-like 1	11		DNA-binding transcription factor activity			IBA	PTN002399572 	J:265628 	
MGI:99421	Nfe2l1	nuclear factor, erythroid derived 2,-like 1	11		DNA-binding transcription repressor activity, RNA polymerase II-specific	happens near SO:0001952	UniProtKB:Q61985:PRO_0000443104	IDA		J:250015 	
MGI:99421	Nfe2l1	nuclear factor, erythroid derived 2,-like 1	11		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q14494 	J:164563 	
MGI:99421	Nfe2l1	nuclear factor, erythroid derived 2,-like 1	11		DNA-binding transcription repressor activity, RNA polymerase II-specific	happens near SO:0001952	UniProtKB:Q61985:PRO_0000443104	ISS	Q14494 	J:251998 	
MGI:108420	Nfe2l2	nuclear factor, erythroid derived 2, like 2	2		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0000165		IDA		J:53336 	
MGI:108420	Nfe2l2	nuclear factor, erythroid derived 2, like 2	2		DNA-binding transcription factor activity			IBA	PTN002399572 	J:265628 	
MGI:108420	Nfe2l2	nuclear factor, erythroid derived 2, like 2	2		DNA-binding transcription factor activity			IDA		J:41943 J:79339 J:85958 	
MGI:108420	Nfe2l2	nuclear factor, erythroid derived 2, like 2	2		DNA-binding transcription factor activity			ISO	Q16236 	J:164563 	
MGI:1339958	Nfe2l3	nuclear factor, erythroid derived 2, like 3	6		DNA-binding transcription factor activity			IBA	PTN002399572 	J:265628 	
MGI:1339958	Nfe2l3	nuclear factor, erythroid derived 2, like 3	6		DNA-binding transcription repressor activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:210923 	
MGI:1339958	Nfe2l3	nuclear factor, erythroid derived 2, like 3	6		DNA-binding transcription repressor activity, RNA polymerase II-specific	happens near SO:0001952		IMP		J:210923 	
MGI:108056	Nfia	nuclear factor I/A	4		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q12857 	J:164563 	
MGI:108056	Nfia	nuclear factor I/A	4		DNA-binding transcription factor activity			IEA	IPR000647 IPR020604 	J:72247 	
MGI:108056	Nfia	nuclear factor I/A	4		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000160821 	J:265628 	
MGI:103188	Nfib	nuclear factor I/B	4		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:173651 	
MGI:103188	Nfib	nuclear factor I/B	4		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IMP		J:175163 	
MGI:103188	Nfib	nuclear factor I/B	4		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	O00712 	J:164563 	
MGI:103188	Nfib	nuclear factor I/B	4		DNA-binding transcription factor activity			IEA	IPR000647 IPR020604 	J:72247 	
MGI:103188	Nfib	nuclear factor I/B	4		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000160821 	J:265628 	
MGI:103188	Nfib	nuclear factor I/B	4		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	O00712 	J:164563 	
MGI:109591	Nfic	nuclear factor I/C	10		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P08651 	J:164563 	
MGI:109591	Nfic	nuclear factor I/C	10		DNA-binding transcription factor activity			ISO	P08651 	J:73065 	
MGI:109591	Nfic	nuclear factor I/C	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000160821 	J:265628 	
MGI:109495	Nfil3	nuclear factor, interleukin 3, regulated	13		DNA-binding transcription factor activity			ISO	RGD:620972 	J:155856 	
MGI:109495	Nfil3	nuclear factor, interleukin 3, regulated	13		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q16649 	J:164563 	
MGI:97311	Nfix	nuclear factor I/X	8		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:210945 	
MGI:97311	Nfix	nuclear factor I/X	8		DNA-binding transcription factor activity			IEA	IPR000647 IPR020604 	J:72247 	
MGI:97311	Nfix	nuclear factor I/X	8		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000160821 	J:265628 	
MGI:97312	Nfkb1	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	3		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P19838 	J:164563 	
MGI:97312	Nfkb1	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	3		DNA-binding transcription factor activity			ISO	P19838 	J:164563 	
MGI:97312	Nfkb1	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	3		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	P19838 	J:73065 	
MGI:1099800	Nfkb2	nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100	19		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q00653 	J:164563 	
MGI:1099800	Nfkb2	nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100	19		DNA-binding transcription factor activity			IEA	IPR000451 IPR008967 IPR011539 IPR037059 	J:72247 	
MGI:1921414	Nfx1	nuclear transcription factor, X-box binding 1	4		DNA-binding transcription factor activity			IEA	IPR000967 IPR034078 	J:72247 	
MGI:1921414	Nfx1	nuclear transcription factor, X-box binding 1	4		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000270822 	J:265628 	
MGI:1921414	Nfx1	nuclear transcription factor, X-box binding 1	4		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q12986 	J:164563 	
MGI:1923646	Nfxl1	nuclear transcription factor, X-box binding-like 1	5		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000270822 	J:265628 	
MGI:97316	Nfya	nuclear transcription factor-Y alpha	17		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN000290576 	J:265628 	
MGI:97316	Nfya	nuclear transcription factor-Y alpha	17		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:95384 	
MGI:97316	Nfya	nuclear transcription factor-Y alpha	17		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IMP		J:95384 	
MGI:97316	Nfya	nuclear transcription factor-Y alpha	17		DNA-binding transcription factor activity			IBA	PTN000290575 	J:265628 	
MGI:97316	Nfya	nuclear transcription factor-Y alpha	17		DNA-binding transcription factor activity			IDA		J:82875 J:95384 	
MGI:97317	Nfyb	nuclear transcription factor-Y beta	10		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P25208 	J:164563 	
MGI:97317	Nfyb	nuclear transcription factor-Y beta	10		DNA-binding transcription factor activity			IDA		J:95384 	
MGI:107901	Nfyc	nuclear transcription factor-Y gamma	4		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN000028719 	J:265628 	
MGI:107901	Nfyc	nuclear transcription factor-Y gamma	4		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:95384 	
MGI:107901	Nfyc	nuclear transcription factor-Y gamma	4		DNA-binding transcription factor activity			IDA		J:95384 	
MGI:98481	Nhlh1	nescient helix loop helix 1	1		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q02575 	J:164563 	
MGI:98481	Nhlh1	nescient helix loop helix 1	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN001015390 	J:265628 	
MGI:97324	Nhlh2	nescient helix loop helix 2	3		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Ndn,happens near SO:0001952		IDA		J:93303 	
MGI:97324	Nhlh2	nescient helix loop helix 2	3		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN001015390 	J:265628 	
MGI:1924536	Nkrf	NF-kappaB repressing factor	X		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	O15226 	J:164563 	
MGI:109346	Nkx1-1	NK1 homeobox 1	5		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000678271 	J:265628 	
MGI:104806	Nkx1-2	NK1 homeobox 2	7		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000678271 	J:265628 	
MGI:108067	Nkx2-1	NK2 homeobox 1	12		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	RGD:3866 	J:155856 	
MGI:108067	Nkx2-1	NK2 homeobox 1	12		DNA-binding transcription factor activity			IDA		J:74531 J:117072 J:145460 J:217271 	
MGI:108067	Nkx2-1	NK2 homeobox 1	12		DNA-binding transcription factor activity	uses Wnt7b		IDA		J:77089 	
MGI:108067	Nkx2-1	NK2 homeobox 1	12		DNA-binding transcription factor activity			ISO	RGD:3866 	J:155856 	
MGI:108067	Nkx2-1	NK2 homeobox 1	12		DNA-binding transcription factor activity			ISO	O14956 	J:73065 	
MGI:108067	Nkx2-1	NK2 homeobox 1	12		DNA-binding transcription factor activity			ISO	P23441 	J:73065 	
MGI:108067	Nkx2-1	NK2 homeobox 1	12		DNA-binding transcription factor activity			ISO	P43699 	J:164563 	
MGI:108067	Nkx2-1	NK2 homeobox 1	12		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000678271 	J:265628 	
MGI:108067	Nkx2-1	NK2 homeobox 1	12		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:27353 	
MGI:108067	Nkx2-1	NK2 homeobox 1	12		DNA-binding transcription factor activity, RNA polymerase II-specific	uses Nes		IDA		J:127637 	
MGI:97347	Nkx2-2	NK2 homeobox 2	2		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:156329 	
MGI:97347	Nkx2-2	NK2 homeobox 2	2		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0000165	UniProtKB:Q8BRS9	IDA		J:88815 	
MGI:97347	Nkx2-2	NK2 homeobox 2	2		DNA-binding transcription factor activity			IDA		J:86307 	
MGI:97347	Nkx2-2	NK2 homeobox 2	2		DNA-binding transcription factor activity	uses Pdx1		IDA		J:88815 	
MGI:97347	Nkx2-2	NK2 homeobox 2	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000678271 	J:265628 	
MGI:97348	Nkx2-3	NK2 homeobox 3	19		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000678271 	J:265628 	
MGI:97349	Nkx2-4	NK2 homeobox 4	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000678271 	J:265628 	
MGI:97350	Nkx2-5	NK2 homeobox 5	17		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:93034 	
MGI:97350	Nkx2-5	NK2 homeobox 5	17		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Mir145a,uses Mir143		IDA		J:151625 	
MGI:97350	Nkx2-5	NK2 homeobox 5	17		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P52952 	J:164563 	
MGI:97350	Nkx2-5	NK2 homeobox 5	17		DNA-binding transcription factor activity			IDA		J:36916 J:71845 J:131435 	
MGI:97350	Nkx2-5	NK2 homeobox 5	17		DNA-binding transcription factor activity			ISO	RGD:620520 	J:155856 	
MGI:97350	Nkx2-5	NK2 homeobox 5	17		DNA-binding transcription factor activity			ISO	P52952 	J:164563 	
MGI:97350	Nkx2-5	NK2 homeobox 5	17	contributes_to	DNA-binding transcription factor activity			ISO	P52952 	J:164563 	
MGI:97350	Nkx2-5	NK2 homeobox 5	17		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000678271 	J:265628 	
MGI:97350	Nkx2-5	NK2 homeobox 5	17		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:171727 	
MGI:97351	Nkx2-6	NK2 homeobox 6	14		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	A6NCS4 	J:164563 	
MGI:97351	Nkx2-6	NK2 homeobox 6	14		DNA-binding transcription factor activity			ISO	A6NCS4 	J:164563 	
MGI:97351	Nkx2-6	NK2 homeobox 6	14		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000678271 	J:265628 	
MGI:1270158	Nkx2-9	NK2 homeobox 9	12		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	O15522 	J:164563 	
MGI:1270158	Nkx2-9	NK2 homeobox 9	12		DNA-binding transcription factor activity			ISO	O15522 	J:164563 	
MGI:1270158	Nkx2-9	NK2 homeobox 9	12		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000678271 	J:265628 	
MGI:97352	Nkx3-1	NK3 homeobox 1	14		DNA-binding transcription factor activity			IDA		J:66243 	
MGI:97352	Nkx3-1	NK3 homeobox 1	14		DNA-binding transcription factor activity	uses UniProtKB:P63267		IMP		J:177149 	
MGI:97352	Nkx3-1	NK3 homeobox 1	14		DNA-binding transcription factor activity			ISO	Q99801 	J:164563 	
MGI:97352	Nkx3-1	NK3 homeobox 1	14		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000678271 	J:265628 	
MGI:97352	Nkx3-1	NK3 homeobox 1	14		nuclear receptor activity			ISO	Q99801 	J:164563 	
MGI:108015	Nkx3-2	NK3 homeobox 2	5		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000678271 	J:265628 	
MGI:108015	Nkx3-2	NK3 homeobox 2	5		DNA-binding transcription repressor activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:210922 	
MGI:1206039	Nkx6-1	NK6 homeobox 1	5		DNA-binding transcription factor activity			ISO	RGD:69318 	J:155856 	
MGI:1206039	Nkx6-1	NK6 homeobox 1	5		DNA-binding transcription factor activity			TAS		J:65512 	
