Symbol	Gene name
Rab11a	"RAB11a, member RAS oncogene family"
Rab11b	"RAB11B, member RAS oncogene family"
Rab15	"RAB15, member RAS oncogene family"
Rab18	"RAB18, member RAS oncogene family"
Rab2	"RAB2, member RAS oncogene family"
Rab25	"RAB25, member RAS oncogene family"
Rab8a	"RAB8A, member RAS oncogene family"
Rab8b	"RAB8B, member RAS oncogene family"
Rabl3	"RAB, member of RAS oncogene family-like 3"
Rai1	retinoic acid induced 1
Rai14	retinoic acid induced 14
Rara	"retinoic acid receptor, alpha"
Rarb	"retinoic acid receptor, beta"
Rarg	"retinoic acid receptor, gamma"
Rax	retina and anterior neural fold homeobox
Rb1	retinoblastoma 1
Rbak	RB-associated KRAB repressor
Rbbp7	retinoblastoma binding protein 7
Rbl1	retinoblastoma-like 1 (p107)
Rbl2	retinoblastoma-like 2
Rbm14	RNA binding motif protein 14
Rbm9	RNA binding motif protein 9
Rbpsuh	recombining binding protein suppressor of hairless (Drosophila)
Rbpsuhl	recombining binding protein suppressor of hairless-like (Drosophila)
Rcor1	RE1-silencing transcription factor (REST) co-repressor 1
Recc1	replication factor C 1
Rel	reticuloendotheliosis oncogene
Rela	v-rel reticuloendotheliosis viral oncogene homolog A (avian)
Relb	avian reticuloendotheliosis viral (v-rel) oncogene related B
Rem2	rad and gem related GTP binding protein 2
Rest	RE1-silencing transcription factor
Rfx1	"regulatory factor X, 1 (influences HLA class II expression)"
Rfx2	"regulatory factor X, 2 (influences HLA class II expression)"
Rfx3	"regulatory factor X, 3 (influences HLA class II expression)"
Rfx4	"regulatory factor X, 4 (influences HLA class II expression)"
Rfx5	"regulatory factor X, 5 (influences HLA class II expression)"
Rfxank	regulatory factor X-associated ankyrin-containing protein
Rfxap	regulatory factor X-associated protein
Rfxdc1	regulatory factor X domain containing 1
Ring1	ring finger protein 1
Rnf110	ring finger protein 110
Rnf12	ring finger protein 12
Rnf134	ring finger protein 134
Rnf14	ring finger protein 14
Rnf141	ring finger protein 141
Rnf38	ring finger protein 38
Rnf4	ring finger protein 4
Rnpc2	"RNA-binding region (RNP1, RRM) containing 2"
Rnps1	ribonucleic acid binding protein S1
Rog	repressor of GATA
Rora	RAR-related orphan receptor alpha
Rorb	RAR-related orphan receptor beta
Rorc	RAR-related orphan receptor gamma
Rpo1-1	RNA polymerase 1-1
Rpo1-2	RNA polymerase 1-2
Rpo1-3	RNA polymerase 1-3
Rpo1-4	RNA polymerase 1-4
Rpo2tc1	RNA polymerase II transcriptional coactivator
Rps6ka4	"ribosomal protein S6 kinase, polypeptide 4"
Runx1	runt related transcription factor 1
Runx2	runt related transcription factor 2
Runx3	runt related transcription factor 3
Ruvbl1	RuvB-like protein 1
Ruvbl2	RuvB-like protein 2
Rxra	retinoid X receptor alpha
Rxrb	retinoid X receptor beta
Rxrg	retinoid X receptor gamma
Rybp	RING1 and YY1 binding protein
Sall1	sal-like 1 (Drosophila)
Sall2	sal-like 2 (Drosophila)
Sall3	sal-like 3 (Drosophila)
Sall4	sal-like 4 (Drosophila)
Sap18	Sin3-associated polypeptide 18
Sap30	sin3 associated polypeptide
Satb1	special AT-rich sequence binding protein 1
Satb2	special AT-rich sequence binding protein 2
Scand1	SCAN domain-containing 1
Scap	SREBP cleavage activating protein
Scmh1	sex comb on midleg homolog 1
Scrt1	"scratch homolog 1, zinc finger protein (Drosophila)"
Scx	scleraxis
Sdccag33	serologically defined colon cancer antigen 33
Sec14l2	SEC14-like 2 (S. cerevisiae)
Sertad1	SERTA domain containing 1
Sertad2	SERTA domain containing 2
Setbp1	SET binding protein 1
Sfpi1	SFFV proviral integration 1
Sfrs5	"splicing factor, arginine/serine-rich 5 (SRp40, HRS)"
Sh3d19	SH3 domain protein D19
Shank3	SH3/ankyrin domain gene 3
Shox2	short stature homeobox 2
Shprh	SNF2 histone linker PHD RING helicase
Siah2	seven in absentia 2
Sim1	single-minded 1
Sim2	single-minded 2
Sin3a	"transcriptional regulator, SIN3A (yeast)"
Sin3b	"transcriptional regulator, SIN3B (yeast)"
Sirt1	"sirtuin 1 ((silent mating type information regulation 2, homolog) 1 (S. cerevisiae)"
Sirt2	"sirtuin 2 (silent mating type information regulation 2, homolog) 2 (S. cerevisiae)"
Sirt3	"sirtuin 3 (silent mating type information regulation 2, homolog) 3 (S. cerevisiae)"
Sirt4	sirtuin 4 (silent mating type information regulation 2 homolog) 4 (S. cerevisiae)
Sirt5	sirtuin 5 (silent mating type information regulation 2 homolog) 5 (S. cerevisiae)
Sirt6	"sirtuin 6 (silent mating type information regulation 2, homolog) 6 (S. cerevisiae)"
Sirt7	"sirtuin 7 (silent mating type information regulation 2, homolog) 7 (S. cerevisiae)"
Six1	sine oculis-related homeobox 1 homolog (Drosophila)
Six2	sine oculis-related homeobox 2 homolog (Drosophila)
Six3	sine oculis-related homeobox 3 homolog (Drosophila)
Six4	sine oculis-related homeobox 4 homolog (Drosophila)
Six5	sine oculis-related homeobox 5 homolog (Drosophila)
Six6	sine oculis-related homeobox 6 homolog (Drosophila)
Skd3	suppressor of K+ transport defect 3
Ski	Sloan-Kettering viral oncogene homolog
Skz1	SCAN-KRAB-zinc finger gene 1
Smarca1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1"
Smarca2	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
Smarca3	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 3"
Smarca4	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
Smarca5	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5"
Smarcb1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"
Smarce1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1"
Smyd1	SET and MYND domain containing 1
Snai1	snail homolog 1 (Drosophila)
Snai2	snail homolog 2 (Drosophila)
Snai3	snail homolog 3 (Drosophila)
Snapc2	"small nuclear RNA activating complex, polypeptide 2"
Snapc4	"small nuclear RNA activating complex, polypeptide 4"
Sncaip	"synuclein, alpha interacting protein (synphilin)"
Snip1	Smad nuclear interacting protein 1
Snrpb	small nuclear ribonucleoprotein B
Solh	small optic lobes homolog (Drosophila)
Sox1	SRY-box containing gene 1
Sox10	SRY-box containing gene 10
Sox11	SRY-box containing gene 11
Sox12	SRY-box containing gene 12
Sox13	SRY-box containing gene 13
Sox14	SRY-box containing gene 14
Sox15	SRY-box containing gene 15
Sox16	SRY-box containing gene 16
Sox17	SRY-box containing gene 17
Sox18	SRY-box containing gene 18
Sox19	SRY-box containing gene 19
Sox2	SRY-box containing gene 2
Sox21	SRY-box containing gene 21
Sox3	SRY-box containing gene 3
Sox30	SRY-box containing gene 30
Sox4	SRY-box containing gene 4
Sox5	SRY-box containing gene 5
Sox6	SRY-box containing gene 6
Sox7	SRY-box containing gene 7
Sox8	SRY-box containing gene 8
Sox9	SRY-box containing gene 9
Sp1	trans-acting transcription factor 1
Sp2	Sp2 transcription factor
Sp3	trans-acting transcription factor 3
Sp4	trans-acting transcription factor 4
Sp5	trans-acting transcription factor 5
Sp6	trans-acting transcription factor 6
Sp7	Sp7 transcription factor
Spdef	SAM pointed domain containing ets transcription factor
Spib	Spi-B transcription factor (Spi-1/PU.1 related)
Spic	Spi-C transcription factor (Spi-1/PU.1 related)
Sprm1	sperm-associated POU domain protein 1
Spz1	spermatogenic Zip 1
Sqstm1	sequestosome 1
Sra1	steroid receptor RNA activator 1
Srebf1	sterol regulatory element binding factor 1
Srebf2	sterol regulatory element binding factor 2
Srf	serum response factor
Srst	simple repeat sequence-containing transcript
Sry	sex determining region of Chr Y
Ssbp2	single-stranded DNA binding protein 2
Ssbp3	single-stranded DNA binding protein 3
Ssbp4	single stranded DNA binding protein 4
Ssrp1	structure specific recognition protein 1
Ssxb1	"synovial sarcoma, X member B, breakpoint 1"
St18	suppression of tumorigenicity 18
Stag1	stromal antigen 1
Stat1	signal transducer and activator of transcription 1
Stat2	signal transducer and activator of transcription 2
Stat3	signal transducer and activator of transcription 3
Stat4	signal transducer and activator of transcription 4
Stat5a	signal transducer and activator of transcription 5A
Stat5b	signal transducer and activator of transcription 5B
Stat6	signal transducer and activator of transcription 6
Strap	serine/threonine kinase receptor associated protein
Strm	striamin
Supt3h	suppressor of Ty 3 homolog (S. cerevisiae)
Supt4h	suppressor of Ty 4 homolog (S. cerevisiae)
Supt4h2	suppressor of Ty 4 homolog 2 (S. cerevisiae)
Supt5h	suppressor of Ty 5 homolog (S. cerevisiae)
Surb7	SRB7 (supressor of RNA polymerase B) homolog (S. cerevisiae)
T	brachyury
Tada2l	"transcriptional adaptor 2 (ADA2 homolog, yeast)-like"
Tada3l	"transcriptional adaptor 3 (NGG1 homolog, yeast)-like"
Taf10	"TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor"
Taf11	"TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor"
Taf12	"TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor"
Taf13	"TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor"
Taf1a	"TATA box binding protein (Tbp)-associated factor, RNA polymerase I, A"
Taf1b	"TATA box binding protein (Tbp)-associated factor, RNA polymerase I, B"
Taf1c	"TATA box binding protein (Tbp)-associated factor, RNA polymerase I, C"
Taf3	"TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor"
Taf4a	"TAF4A RNA polymerase II, TATA box binding protein (TBP)-associated factor"
Taf4b	"TAF4B RNA polymerase II, TATA box binding protein (TBP)-associated factor"
Taf5	"TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor"
Taf5l	"TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor"
Taf6	"TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor"
Taf6l	"TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor"
Taf7	"TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor"
Taf9	"TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor"
Tal1	T-cell acute lymphocytic leukemia 1
Tal2	T-cell acute lymphocytic leukemia 2
Tardbp	TAR DNA binding protein
Tbp	TATA box binding protein
Tbpl1	TATA box binding protein-like 1
Tbr1	T-box brain gene 1
Tbx1	T-box 1
Tbx10	T-box 10
Tbx13	T-box 13
Tbx14	T-box 14
Tbx15	T-box 15
Tbx18	T-box18
Tbx19	T-box 19
Tbx2	T-box 2
Tbx20	T-box 20
Tbx21	T-box 21
Tbx22	T-box 22
Tbx3	T-box 3
Tbx4	T-box 4
Tbx5	T-box 5
Tbx6	T-box 6
Tcea1	transcription elongation factor A (SII) 1
Tcea2	"transcription elongation factor A (SII), 2"
Tcea3	"transcription elongation factor A (SII), 3"
Tceal1	transcription elongation factor A (SII)-like 1
Tceb2	"transcription elongation factor B (SIII), polypeptide 2"
Tceb3	"transcription elongation factor B (SIII), polypeptide 3"
Tcerg1	transcription elongation regulator 1 (CA150)
Tcf1	transcription factor 1
Tcf12	transcription factor 12
Tcf15	transcription factor 15
Tcf19	transcription factor 19
Tcf2	transcription factor 2
Tcf20	transcription factor 20
Tcf21	transcription factor 21
Tcf3	transcription factor 3
Tcf4	transcription factor 4
Tcf7	"transcription factor 7, T-cell specific"
Tcf7l2	"transcription factor 7-like 2, T-cell specific, HMG-box"
Tcfap2a	"transcription factor AP-2, alpha"
Tcfap2b	transcription factor AP-2 beta
Tcfap2c	"transcription factor AP-2, gamma"
Tcfap2d	"transcription factor AP-2, delta"
Tcfap2e	"transcription factor AP-2, epsilon"
Tcfap4	transcription factor AP4
Tcfcp2	transcription factor CP2
Tcfcp2l1	transcription factor CP2-like 1
Tcfe2a	transcription factor E2a
Tcfe3	transcription factor E3
Tcfeb	transcription factor EB
Tcfec	transcription factor EC
Tcfl1	transcription factor-like 1
Tcfl4	transcription factor-like 4
Tcfl5	transcription factor-like 5 (basic helix-loop-helix)
Tead1	TEA domain family member 1
Tead2	TEA domain family member 2
Tead3	TEA domain family member 3
Tead4	TEA domain family member 4
Tef	thyrotroph embryonic factor
Tfam	"transcription factor A, mitochondrial"
Tfap4	transcription factor AP-4 (activating enhancer-binding protein 4)
Tfdp1	transcription factor Dp 1
Tfdp2	transcription factor Dp 2
Tgfb1i1	transforming growth factor beta 1 induced transcript 1
Tgfb1i4	transforming growth factor beta 1 induced transcript 4
Tgif	TG interacting factor
Tgif2	TGFB-induced factor 2
Tgifx1	TGIF homeobox 1
Th1l	TH1-like homolog (Drosophila)
Thra	thyroid hormone receptor alpha
Thrap3	thyroid hormone receptor associated protein 3
Thrap4	thyroid hormone receptor associated protein 4
Thrap5	thyroid hormone receptor associated protein 5
Thrap6	thyroid hormone receptor associated protein 6
Thrb	thyroid hormone receptor beta
Thrsp	thyroid hormone responsive SPOT14 homolog (Rattus)
Tial1	Tial1 cytotoxic granule-associated RNA binding protein-like 1
Tieg1	TGFB inducible early growth response 1
Tieg2	TGFB inducible early growth response 2
Titf1	thyroid transcription factor 1
Tle1	"transducin-like enhancer of split 1, homolog of Drosophila E(spl)"
Tle2	"transducin-like enhancer of split 2, homolog of Drosophila E(spl)"
Tle3	"transducin-like enhancer of split 3, homolog of Drosophila E(spl)"
Tle4	"transducin-like enhancer of split 4, homolog of Drosophila E(spl)"
Tle6	"transducin-like enhancer of split 6, homolog of Drosophila E(spl)"
Tlx1	"T-cell leukemia, homeobox 1"
Tlx2	"T-cell leukemia, homeobox 2"
Tlx3	"T-cell leukemia, homeobox 3"
Tmpo	thymopoietin
Tnfaip3	"tumor necrosis factor, alpha-induced protein 3"
Tnrc11	trinucleotide repeat containing 11 (THR-associated protein)
Tob1	transducer of ErbB-2.1
Trerf1	transcriptional regulating factor 1
Trib3	tribbles homolog 3 (Drosophila)
Trim24	tripartite motif protein 24
Trim28	tripartite motif protein 28
Trim30	tripartite motif protein 30
Trip13	thyroid hormone receptor interactor 13
Trip4	thyroid hormone receptor interactor 4
Trip6	thyroid hormone receptor interactor 6
Trp53	transformation related protein 53
Trp53bp1	transformation related protein 53 binding protein 1
Trp63	transformation related protein 63
Trp73	transformation related protein 73
Trps1	trichorhinophalangeal syndrome I (human)
Trrap	transformation/transcription domain-associated protein
Tsg101	tumor susceptibility gene 101
Ttrap	Traf and Tnf receptor associated protein
Tulp4	tubby like protein 4
Twist1	twist gene homolog 1 (Drosophila)
Twist2	twist homolog 2 (Drosophila)
Ube1c	ubiquitin-activating enzyme E1C
Ubn1	ubinuclein 1
Ubp1	upstream binding protein 1
Ubtf	"upstream binding transcription factor, RNA polymerase I"
Ugp2	UDP-glucose pyrophosphorylase 2
Uhrf1	"ubiquitin-like, containing PHD and RING finger domains, 1"
Uhrf2	"ubiquitin-like, containing PHD and RING finger domains 2"
Uncx4.1	Unc4.1 homeobox (C. elegans)
Ureb1	upstream regulatory element binding protein 1e
Usf1	upstream transcription factor 1
Usf2	upstream transcription factor 2
Usp49	ubiquitin specific protease 49
Utf1	undifferentiated embryonic cell transcription factor 1
Wasl	Wiskott-Aldrich syndrome-like (human)
Vax1	ventral anterior homeobox containing gene 1
Vax2	ventral anterior homeobox containing gene 2
Wbp7	WW domain binding protein 7
Wbscr14	Williams-Beuren syndrome chromosome region 14 homolog (human)
Vdr	vitamin D receptor
Wdr9	WD repeat domain 9
Vdrip	vitamin D receptor interacting protein
Vgll1	vestigial like 1 homolog (Drosophila)
Vgll2	vestigial like 2 homolog (Drosophila)
Vgll3	vestigial like 3 homolog (Drosophila)
Vgll4	vestigial like 4 homolog (Drosophila)
Whsc2	Wolf-Hirschhorn syndrome candidate 2 (human)
Vsx1	visual system homeobox 1 homolog (zebrafish)
Wt1	Wilms tumor homolog
Xab2	XPA binding protein 2
Xbp1	X-box binding protein 1
XPMC2H	Xenopus prevents mitotic catastrophe 2 homolog
Xrcc3	X-ray repair complementing defective repair in Chinese hamster cells 3
Yaf2	YY1 associated factor 2
Yy1	YY1 transcription factor
Zbtb1	zinc finger and BTB domain containing 1
Zbtb3	zinc finger and BTB domain containing 3
Zbtb33	zinc finger and BTB domain containing 33
Zbtb7	zinc finger and BTB domain containing 7
Zcchc8	"zinc finger, CCHC domain containing 8"
Zdhhc1	"zinc finger, DHHC domain containing 1"
Zdhhc15	"zinc finger, DHHC domain containing 15"
Zdhhc16	"zinc finger, DHHC domain containing 16"
Zdhhc21	"zinc finger, DHHC domain containing 21"
Zdhhc5	"zinc finger, DHHC domain containing 5"
Zdhhc6	"zinc finger, DHHC domain containing 6"
Zeb1	
Zeb2	
Zf	HCF-binding transcription factor Zhangfei
Zfa	"zinc finger protein, autosomal"
Zfhx1a	zinc finger homeobox 1a
Zfhx1b	zinc finger homeobox 1b
Zfp1	zinc finger protein 1
Zfp100	zinc finger protein 100
Zfp105	zinc finger protein 105
Zfp108	zinc finger protein 108
Zfp109	zinc finger protein 109
Zfp110	zinc finger protein 110
Zfp111	zinc finger protein 111
Zfp112	zinc finger protein 112
Zfp113	zinc finger protein 113
Zfp119	zinc finger protein 119
Zfp128	zinc finger protein 128
Zfp13	zinc finger protein 13
Zfp131	zinc finger protein 131
Zfp142	zinc finger protein 142
Zfp143	zinc finger protein 143
Zfp145	zinc finger protein 145
Zfp146	zinc finger protein 146
Zfp148	zinc finger protein 148
Zfp161	zinc finger protein 161
Zfp162	zinc finger protein 162
Zfp180	zinc finger protein 180
Zfp189	zinc finger protein 189
Zfp191	zinc finger protein 191
Zfp192	zinc finger protein 192
Zfp198	zinc finger protein 198
Zfp2	zinc finger protein 2
Zfp202	zinc finger protein 202
Zfp207	zinc finger protein 207
Zfp219	zinc finger protein 219
Zfp235	zinc finger protein 235
Zfp238	zinc finger protein 238
Zfp239	zinc finger protein 239
Zfp248	zinc finger protein 248
Zfp263	zinc finger protein 263
Zfp27	zinc finger protein 27
Zfp275	Zinc finger protein 275
Zfp277	zinc finger protein 277
Zfp278	zinc finger protein 278
Zfp281	zinc finger protein 281
Zfp282	zinc finger protein 282
Zfp287	zinc finger protein 287
Zfp288	zinc finger protein 288
Zfp29	zinc finger protein 29
Zfp292	zinc finger protein 292
Zfp295	zinc finger protein 295
Zfp297	zinc finger protein 297
Zfp297b	zinc finger protein 297B
Zfp319	zinc finger protein 319
Zfp334	zinc finger protein 334
Zfp336	zinc finger protein 336
Zfp339	zinc finger protein 339
Zfp35	zinc finger protein 35
Zfp354a	zinc finger protein 354A
Zfp354b	zinc finger protein 354B
Zfp354c	zinc finger protein 354C
Zfp36	zinc finger protein 36
Zfp36l1	"zinc finger protein 36, C3H type-like 1"
Zfp37	zinc finger protein 37
Zfp385	zinc finger protein 385
Zfp386	zinc finger protein 386 (Kruppel-like)
Zfp39	zinc finger protein 39
Zfp398	zinc finger protein 398
Zfp40	zinc finger protein 40
Zfp41	zinc finger protein 41
Zfp42	zinc finger protein 42
Zfp423	zinc finger protein 423
Zfp426	zinc finger protein 426
Zfp451	zinc finger protein 451
Zfp454	zinc finger protein 454
Zfp46	zinc finger protein 46
Zfp467	zinc finger protein 467
Zfp51	zinc finger protein 51
Zfp52	zinc finger protein 52
Zfp523	zinc finger protein 523
Zfp535	zinc finger protein 535
Zfp537	zinc finger protein 537
Zfp54	zinc finger protein 54
Zfp553	zinc finger protein 553
Zfp57	zinc finger protein 57
Zfp580	zinc finger protein 580
Zfp59	zinc finger protein 59
Zfp592	zinc finger protein 592
Zfp597	zinc finger protein 597
Zfp60	zinc finger protein 60
Zfp606	zinc finger protein 606
Zfp61	zinc finger protein 61
Zfp612	zinc finger protein 612
Zfp617	zinc finger protein 617
Zfp64	zinc finger protein 64
Zfp68	zinc finger protein 68
Zfp82	zinc finger protein 82
Zfp84	zinc finger protein 84
Zfp9	zinc finger protein 9
Zfp90	zinc finger protein 90
Zfp91	zinc finger protein 91
Zfp92	zinc finger protein 92
Zfp93	zinc finger protein 93
Zfp94	zinc finger protein 94
Zfp95	zinc finger protein 95
Zfp96	zinc finger protein 96
Zfp97	zinc finger protein 97
Zfp98	zinc finger protein 98
Zfp99	zinc finger protein 99
Zfpm1	"zinc finger protein, multitype 1"
Zfpm2	"zinc finger protein, multitype 2"
Zfpn1a1	"zinc finger protein, subfamily 1A, 1 (Ikaros)"
Zfpn1a2	"zinc finger protein, subfamily 1A, 2 (Helios)"
Zfpn1a3	"zinc finger protein, subfamily 1A, 3 (Aiolos)"
Zfx	zinc finger protein X-linked
Zfy1	"zinc finger protein 1, Y linked"
Zfy2	"zinc finger protein 2, Y linked"
Zhx1	zinc fingers and homeoboxes protein 1
Zhx3	zinc fingers and homeoboxes 3
Zic1	"Zic family member 1 (odd-paired homolog, Drosophila)"
Zic2	"Zic family member 2 (odd-paired homolog, Drosophila)"
Zic3	zinc finger protein of the cerebellum 3
Zik1	zinc finger protein interacting with K protein 1
Zim1	"zinc finger, imprinted 1"
Zipro1	zinc finger proliferation 1
Zmynd11	"zinc finger, MYND domain containing 11"
Znrd1	"zinc ribbon domain containing, 1"
Zswim4	"zinc finger, SWIM domain containing 4"
